,RMS,Mean,Kurtosis,Skewness,Variance
0,1.7776484329019202,0.050050788432997276,-1.4703192807413805,0.00019290664891701267,3.157914357168316
1,1.7773133125730585,0.04975052143348195,-1.469075238222067,-0.0002296567854639071,3.1567528424724807
2,1.7775120427601905,0.049681212685689265,-1.4709260649079923,-0.00026130776340348535,3.157466272158135
3,1.7775956090850165,0.050131601323108774,-1.470340779193333,-0.00041641060595011965,3.1577184356633405
4,1.7773383030686993,0.05013211625952276,-1.470140170277629,-0.0008464349147282667,3.156803566472326
5,1.7776467089984826,0.050429215445061897,-1.4693970355813306,-0.0004950803278633018,3.1578701984446904
6,1.777738539878903,0.05036932147128048,-1.4700752495531588,0.0006058863757225241,3.15820277042442
7,1.777585103917419,0.04977905199012213,-1.4692931117894434,0.0003074430370708432,3.1577163110689446
8,1.7774993170413211,0.04977112111237088,-1.4698315793353978,0.00031934899749868023,3.1574120838653505
9,1.7779488532545695,0.0506149518243212,-1.4695206869920903,0.00018481988907387525,3.1589258625082612
10,1.7774218658001493,0.04973027228605267,-1.4704823748158309,-0.0006796347430729112,3.1571407822047295
11,1.7768146919788466,0.05038335879210243,-1.4695143860854822,0.00021397620955058223,3.1549170885036144
12,1.7773224228622428,0.050884216212119006,-1.4694978861151857,-0.0001747711176826327,3.156671127180346
13,1.777650587427188,0.050524072839156435,-1.4700951998593104,-7.851762425063871e-05,3.157874411760249
14,1.777635071257241,0.05064489534303502,-1.4700144968031668,0.0003747329992078274,3.1578070156286424
15,1.7775800810184377,0.05012787436050488,-1.4699001557542724,-0.000405054417173565,3.1576635976277445
16,1.7769848493068727,0.05078204434956719,-1.4702148154217063,-0.0006925581242616379,3.1554815292542115
17,1.7765753865407168,0.050388911829779226,-1.4700321394853804,8.339206075182306e-05,3.154066079458873
18,1.7778350403699654,0.05055422046540571,-1.4699664949180924,-0.0006496709790574265,3.158527263970565
19,1.777336806926748,0.05060929402560589,-1.4695070039235454,-0.0003871357130230399,3.1567501700945457
20,1.7774536697651182,0.05049478273558929,-1.4693597669342708,-0.0005368698614174129,3.157177222688163
21,1.7776927943756655,0.050301114575129285,-1.4690331450200114,-0.0006431909662362352,3.158046972828524
22,1.7778897458673735,0.05044667156540824,-1.4696001798169895,-0.00015344263493219655,3.1587326692723674
23,1.7781383226009264,0.050474530346411944,-1.4694148116236474,-0.00016754444123420086,3.159613911145859
24,1.777673074315947,0.05061010971269904,-1.4701964706314379,-0.00021380642002389935,3.1579456673572515
25,1.777841108507409,0.05058337714820871,-1.4698584381306596,-0.0005343351273220187,3.1585458937394297
26,1.777590587159885,0.049801859887937054,-1.470011562911103,-0.00010868274059201514,3.1577335358306375
27,1.7778596742820814,0.05040802196907998,-1.4685211826038456,0.00019313411545096213,3.1586296276652743
28,1.7775277854574512,0.05040107854885806,-1.470078204406854,-0.0009700613396982649,3.1574501902858136
29,1.777663342071663,0.05060359006609934,-1.4694314387238196,-0.0006324952403603303,3.1579117216885306
30,1.776629550178638,0.05030339807559314,-1.470035104017856,0.0003406883150342462,3.1542671690890365
31,1.7779165538483663,0.050495171275212566,-1.4694626659692596,-5.730369333780005e-05,3.158823108649943
32,1.7781855903288946,0.05042207638823919,-1.4701510177083195,-0.00014307953862593569,3.1597873240921035
33,1.777132238968914,0.050320893815718734,-1.4701838431480572,-0.00010381434199989775,3.1560520626898105
34,1.777394858986568,0.0508149132892968,-1.4695234456068538,0.00034641138160647426,3.1569356974664147
35,1.7776552932218235,0.05049058212770714,-1.4696641480725332,-0.0004251947320272258,3.1578945278078248
36,1.7779805844173293,0.05077913346797725,-1.4697414986613757,-0.0002945427375285389,3.159022060979407
37,1.7773775803402327,0.050379838230251224,-1.4697078861472808,0.0003410489347775545,3.1569183009995347
38,1.7775056883439215,0.05079953123766079,-1.4698748488624191,-0.0006309016445023045,3.157331296139018
39,1.7773733577338755,0.05065367794968422,-1.4698782328125815,-0.0002431947946181951,3.1568756184856333
40,1.7775736527550408,0.0501386089004496,-1.4702635835495366,-0.0006362089077423365,3.157639664927086
41,1.7771987838601235,0.05066442362913491,-1.4696345991451292,-0.0006149572754873557,3.156253918434382
42,1.7777878648131542,0.050756451135029516,-1.4700889009361067,-0.0008630989922394704,3.158339014375557
43,1.7769954462282946,0.05055907682689133,-1.4696574156308493,-0.0008058363321059711,3.1555417936393644
44,1.7774887524233265,0.050311050418169585,-1.470374276014948,-0.0005564216918360053,3.1573204782947024
45,1.7778209830358198,0.05052139521216503,-1.4698606718712268,-0.00037611027142136886,3.1584805930612854
46,1.777311807448853,0.05040471912827266,-1.4698601917639815,-0.0006556084780183495,3.1566819623403144
47,1.7779336545843754,0.05110380477101474,-1.4701315256982868,-0.00061782281487645,3.158822079640073
48,1.7775917599156552,0.05010976846551066,-1.4703500107779313,-0.000531493930597857,3.157706938297111
49,1.7777214400695611,0.05112224870921135,-1.4699607490516684,-0.0005872914439645546,3.1580655402172977
50,1.7768792104493252,0.05075268080034985,-1.4690489958420303,-0.00029101882029419594,3.155109039064965
