180,49
181,49
180,49
181,49
180,50
181,49
179,50
180,44
181,50
180,50
182,50
181,73
183,49
181,45
179,51
180,49
182,48
180,51
181,71
182,50
179,49
181,43
181,47
180,49
179,50
193,47
180,49
180,50
183,42
182,50
181,49
180,49
183,48
180,52
233,49
180,49
179,48
180,48
182,66
183,51
179,46
181,48
179,49
180,51
179,45
181,70
179,52
181,50
181,50
181,44
180,44
182,48
195,48
182,49
185,49
180,48
182,49
182,49
181,48
179,50
181,50
181,48
181,43
181,49
184,49
180,54
179,41
178,46
177,48
181,49
179,49
181,49
181,74
180,51
183,49
180,49
180,52
181,49
182,48
183,71
181,48
183,46
182,48
180,44
181,49
181,50
194,49
182,47
181,43
180,49
180,50
181,49
182,46
182,43
180,48
183,49
180,48
183,52
180,50
183,73
179,50
180,49
181,47
182,48
182,51
181,50
183,72
182,50
184,49
181,49
180,44
182,48
181,50
192,52
181,49
182,50
182,49
181,45
182,49
181,49
180,57
183,52
183,51
205,52
197,52
183,52
182,69
184,48
181,53
193,54
182,53
183,52
183,51
183,79
193,51
182,52
182,52
185,53
185,51
191,52
202,58
182,52
184,53
183,52
196,51
185,52
185,50
185,50
183,50
193,49
181,53
186,52
183,53
185,51
193,51
187,52
184,51
185,54
184,54
196,53
183,81
183,55
187,53
186,54
198,146
182,57
184,52
194,53
182,53
193,51
181,52
184,51
182,54
184,52
191,51
182,53
184,53
183,45
185,52
195,52
183,52
186,51
181,51
184,51
196,53
184,51
183,51
183,80
184,51
194,51
181,52
185,50
182,51
185,52
195,75
182,50
183,53
185,55
183,52
193,52
185,52
182,51
183,79
182,482
186,58
181,52
182,51
180,50
181,49
183,47
182,49
181,48
181,48
183,51
187,50
182,48
182,84
182,52
181,49
181,49
183,50
182,49
182,50
196,56
181,48
181,50
181,48
182,51
183,49
183,53
182,47
182,49
182,48
182,49
185,48
182,45
181,48
181,51
183,48
180,50
182,50
182,49
181,49
183,70
181,49
182,49
181,49
182,45
182,49
181,47
181,69
182,50
182,49
184,49
184,48
182,48
182,50
190,50
182,49
182,49
182,50
181,49
183,48
182,48
181,49
181,51
182,50
184,49
182,48
182,49
182,61
181,49
181,52
181,51
183,50
183,50
181,49
181,70
182,49
181,52
185,49
182,50
183,48
181,50
197,56
183,48
183,48
181,50
182,49
181,50
184,49
195,49
182,50
181,49
181,49
182,48
182,48
183,50
181,44
182,56
182,52
185,52
184,52
185,52
196,75
185,55
185,56
184,53
184,53
202,52
185,49
184,78
185,52
183,53
199,52
182,53
187,52
184,53
205,51
196,49
183,53
184,52
185,52
181,53
195,51
181,52
185,52
184,53
185,52
197,53
183,53
183,53
184,51
183,51
197,54
182,54
183,52
187,53
183,79
194,50
186,51
182,53
182,54
184,52
195,52
205,59
183,53
184,50
183,52
198,51
185,52
185,51
202,52
184,50
197,51
184,52
184,54
183,51
184,53
195,52
185,52
183,51
184,53
183,53
198,52
184,72
184,54
183,52
184,51
199,51
187,52
190,50
186,79
185,55
201,51
188,52
185,52
187,54
184,55
211,51
186,54
185,54
185,54
190,51
195,386
188,81
180,55
181,52
178,53
179,51
180,49
180,43
179,49
180,52
181,52
178,52
179,49
178,49
177,51
180,48
180,48
177,49
178,49
180,72
180,49
179,49
180,49
180,49
178,50
178,48
194,57
181,50
181,45
178,44
179,49
180,50
180,50
179,48
179,49
180,48
179,43
180,48
180,49
178,65
177,46
179,48
177,48
177,41
177,46
177,69
178,64
179,50
180,48
179,49
179,48
179,43
180,49
192,49
180,48
180,48
179,50
182,49
180,49
178,50
179,47
178,47
181,49
178,51
180,50
180,48
180,62
177,48
178,44
181,51
180,45
180,50
180,50
178,71
181,49
179,49
178,44
180,49
180,48
181,44
194,48
178,44
180,50
181,48
178,49
179,48
180,49
182,49
180,48
180,50
180,50
181,50
180,51
180,49
180,49
180,50
181,58
181,52
187,51
183,53
182,74
194,52
184,51
184,55
185,53
183,52
196,52
198,60
181,51
181,51
182,52
191,53
182,54
183,52
181,54
181,51
192,52
180,54
183,52
181,54
181,52
192,51
182,51
182,53
179,54
181,52
195,51
181,87
181,53
181,52
182,52
196,52
189,57
180,53
199,52
183,50
195,51
182,51
185,51
182,51
182,51
196,52
183,50
181,52
184,53
183,48
194,51
182,53
181,51
184,51
183,53
196,46
183,53
184,53
183,74
182,51
194,52
181,55
181,53
181,55
181,51
217,56
182,51
182,51
183,45
182,54
194,54
181,52
181,50
182,53
181,52
194,51
181,54
182,53
181,53
181,55
197,365
187,70
181,54
181,56
181,53
181,51
179,51
180,49
181,51
181,49
180,50
182,51
178,51
184,68
177,48
178,46
177,47
178,48
180,50
181,52
181,71
181,54
180,50
182,50
182,49
180,51
179,51
192,50
181,51
182,48
178,52
180,50
179,50
180,50
179,51
181,48
181,49
180,49
180,44
179,51
181,71
182,51
179,51
179,50
181,50
180,54
178,50
194,57
181,51
181,51
180,51
179,50
180,50
180,51
180,50
180,50
182,50
182,50
180,50
179,51
180,50
181,51
179,51
181,50
183,53
182,52
181,50
182,70
182,50
181,50
181,49
182,52
180,44
180,42
193,51
182,50
180,51
183,54
181,50
181,51
180,51
181,53
183,49
180,50
180,50
181,45
181,52
181,50
181,45
181,51
180,50
180,50
181,49
181,51
180,70
181,49
180,47
181,50
181,49
180,50
180,48
196,50
179,52
180,52
179,51
182,50
180,50
180,50
179,49
180,50
183,52
179,52
180,50
181,50
180,48
177,47
177,46
178,47
179,48
177,47
178,47
181,71
182,51
181,51
179,50
182,51
182,51
181,51
194,50
182,51
181,52
180,54
182,50
182,47
181,46
179,49
180,49
182,49
179,51
181,51
180,50
182,50
180,51
181,49
179,49
180,51
181,51
180,50
181,74
182,49
180,45
182,45
179,50
182,50
180,50
196,53
179,50
181,50
181,50
182,49
182,50
182,50
181,50
181,53
179,51
181,52
181,50
181,51
180,51
180,49
180,44
180,51
179,47
183,50
180,48
183,72
179,52
181,51
180,51
182,49
181,50
181,52
196,105
182,50
180,50
183,50
181,50
181,50
181,49
180,51
182,50
183,49
181,51
182,51
181,50
183,64
181,73
180,50
179,50
181,49
183,50
181,51
181,74
180,49
181,50
182,50
180,49
182,51
182,51
190,48
181,51
185,50
182,49
181,50
180,50
181,50
181,50
233,50
180,42
180,51
182,49
181,50
182,67
180,47
203,58
178,47
178,47
180,51
181,51
182,74
181,50
182,50
180,44
180,50
181,48
181,50
192,50
182,52
179,49
181,49
182,50
181,50
181,45
182,51
182,51
185,50
180,50
182,49
182,49
182,65
180,50
181,52
181,50
182,50
181,49
181,50
181,72
182,49
181,50
182,46
181,50
181,49
182,50
199,49
181,50
182,49
181,50
182,52
183,50
181,51
180,50
182,50
181,50
182,52
183,50
182,50
182,51
182,51
182,50
184,50
182,44
181,49
181,44
183,73
180,50
180,50
183,50
181,53
183,45
184,50
198,50
183,51
181,50
182,50
183,50
182,51
180,47
183,49
181,51
183,49
182,49
181,51
181,51
182,51
182,44
182,50
203,49
182,49
182,52
181,49
181,72
184,49
183,49
184,50
181,50
179,47
179,48
196,51
181,57
183,52
184,53
184,52
196,53
185,54
183,49
185,50
185,52
197,52
185,52
185,52
184,55
184,51
199,52
188,54
186,54
185,54
185,52
195,77
181,50
183,51
188,54
