2099,343,19,1050
2152,350,20,995
2102,362,20,988
2101,350,20,1049
2101,350,19,981
2104,529,20,1328
2107,355,19,961
2103,351,21,949
2103,353,21,944
2099,356,20,939
2102,390,20,985
2105,355,19,986
2107,356,19,983
2167,353,19,992
2106,351,19,979
2162,356,19,972
2106,354,20,991
2108,357,20,989
2126,354,19,963
2160,351,18,983
2108,352,20,983
2165,351,20,972
2110,354,20,1003
2111,347,20,1372
2113,352,19,1025
2107,351,19,937
2106,354,19,926
2107,351,19,933
2103,352,19,928
2106,350,19,938
2105,353,19,940
2103,349,20,933
2107,360,19,985
2160,349,21,986
2108,354,20,960
2108,348,20,1033
2110,357,19,984
2158,352,19,970
2114,356,19,982
2163,351,20,981
2102,349,20,963
2159,352,19,982
2109,351,19,982
2168,348,19,959
2109,353,19,988
2134,491,19,1329
2113,355,19,972
2106,353,20,947
2105,355,20,946
2107,350,20,926
2104,348,19,941
2105,352,19,983
2107,349,19,969
2108,353,20,979
2108,354,19,972
2171,355,19,971
2107,354,19,960
2158,356,19,995
2110,353,19,984
2107,352,19,1043
2107,351,19,974
2157,350,19,969
2108,352,19,979
2156,349,19,957
2110,352,19,982
2141,509,20,1313
2111,347,19,960
2104,350,20,940
2108,350,19,936
2104,353,20,947
2107,352,20,984
2110,355,19,1019
2110,354,19,1026
2108,354,20,996
2161,352,19,977
2106,352,20,993
2104,349,19,1063
2106,350,19,976
2161,349,19,1017
2104,351,19,1026
2157,356,20,1008
2106,356,19,992
2109,351,19,1379
2113,353,19,963
2105,351,20,945
2105,348,19,938
2104,349,19,930
2107,350,19,934
2104,351,19,942
2106,350,20,932
2106,349,19,984
2108,359,19,1029
2157,355,20,1011
2108,351,19,1010
2107,351,19,1061
2107,355,19,986
2157,351,19,1008
2105,351,19,1008
2163,351,19,979
2107,349,20,979
2109,347,19,1040
2106,351,19,989
2165,351,19,1321
2116,353,20,959
2105,356,20,956
2105,355,19,939
2102,356,19,950
2103,350,19,940
2105,351,19,943
2106,350,19,933
2113,352,23,984
2160,353,19,1011
2108,356,19,1017
2166,352,19,1023
2107,350,19,1010
2106,348,19,1070
2107,354,19,1001
2157,354,19,1004
2106,354,19,1013
2157,348,19,974
2106,351,19,1010
2105,350,19,1034
2106,351,19,1321
2116,348,20,959
2108,351,19,925
2107,352,19,930
2104,350,19,930
2103,347,19,932
2096,346,19,924
2096,346,20,939
2097,350,19,952
2099,351,19,972
2152,349,20,985
2098,346,20,961
2155,347,19,978
2096,345,19,981
2096,347,19,1043
2096,348,19,974
2147,345,20,969
2096,349,19,988
2148,347,19,968
2096,348,19,976
2096,346,19,1154
2306,346,20,1027
2097,347,20,935
2097,349,19,932
2097,347,20,929
2099,347,19,920
2097,347,19,928
2096,352,19,934
2099,350,20,937
2097,349,19,941
2098,348,19,926
2096,348,19,969
2099,349,20,978
2147,348,19,972
2097,348,20,959
2099,347,19,1028
2097,347,19,982
2099,347,20,981
2100,349,19,979
2099,346,19,962
2154,348,19,968
2100,348,19,979
2155,347,19,970
2099,351,19,1298
2107,349,19,1003
2098,347,19,931
2099,349,19,940
2097,350,19,937
2096,349,19,938
2098,352,20,935
2098,349,19,961
2098,347,19,976
2154,345,20,977
2098,348,20,963
2151,345,19,964
2098,347,19,996
2097,346,19,1024
2097,350,19,980
2152,345,20,967
2097,348,19,973
2154,347,19,966
2098,346,20,967
2099,351,19,1028
2098,350,20,1332
2103,350,19,974
2092,350,20,942
2092,351,20,937
2094,348,20,938
2092,350,20,929
2093,347,19,933
2092,348,19,931
2091,348,20,956
2092,347,19,974
2143,349,19,959
2092,348,19,974
2142,349,20,972
2092,348,19,975
2140,347,19,977
2093,348,19,995
2091,347,19,1017
2095,349,19,968
2146,349,20,970
2092,349,20,969
2143,348,20,966
2093,350,19,966
2124,479,18,1317
2102,349,20,956
2093,351,20,938
2093,353,20,935
2090,346,19,922
2100,346,19,925
2091,351,19,950
2092,349,19,976
2093,350,19,1023
2092,347,19,981
2140,347,19,964
2091,347,19,966
2096,348,19,969
2094,349,19,982
2143,349,19,970
2092,348,20,967
2142,350,19,983
2091,351,19,973
2150,348,20,963
2092,351,19,982
2140,466,20,1311
2102,349,19,961
2094,351,19,937
2093,350,19,933
2093,348,20,928
2100,347,19,928
2093,347,19,945
2092,352,19,981
2094,347,19,1030
2093,347,20,974
2093,350,19,965
2092,348,19,996
2096,347,19,975
2094,346,19,1004
2092,347,19,967
2148,348,19,963
2092,347,20,974
2146,347,20,965
2093,348,19,978
2135,468,20,1316
2102,349,19,965
2092,349,20,940
2092,348,19,935
2091,348,19,932
2093,350,18,931
2098,349,20,947
2092,348,19,972
2145,347,20,972
2092,348,19,958
2150,347,20,970
2094,347,20,977
2150,348,19,982
2093,348,19,966
2142,347,20,967
2092,347,19,990
2144,347,20,971
2092,349,19,968
2093,348,19,1124
2266,351,19,1021
2093,348,19,945
2090,349,19,942
2093,346,19,939
2090,346,20,919
2091,347,19,931
2091,347,19,929
2091,349,20,933
2091,347,19,931
