2113,178,19,186
2098,76,4,300
2086,51,5,227
2087,54,5,165
2088,52,5,131
2085,51,5,530
2112,71,5,133
2085,83,4,172
2086,49,4,172
2116,70,5,134
2094,59,5,140
2084,51,4,194
2091,49,4,147
2091,50,5,151
2087,51,5,144
2086,62,5,125
2086,50,5,151
2087,50,4,151
2088,50,4,159
2086,103,5,222
2086,51,5,132
2101,75,5,175
2135,58,5,137
2087,71,5,3234
2091,50,4,171
2088,53,5,156
2088,64,5,330
2086,53,5,143
2136,52,4,139
2087,67,4,130
2086,53,6,136
2088,51,5,141
2085,73,5,124
2087,54,4,146
2088,64,5,133
2141,63,4,136
2085,53,5,132
2106,75,5,155
2088,54,5,146
2088,53,4,147
2088,286,4,1320
2094,78,4,122
2085,56,4,121
2087,54,5,135
2088,54,4,154
2086,52,6,128
2085,52,5,161
2087,51,5,129
2084,50,4,120
2087,49,4,628
2093,56,4,130
2084,48,5,136
2084,46,5,132
2085,56,4,142
2087,51,5,149
2090,50,4,132
2085,57,4,139
2095,50,5,133
2086,50,5,127
2099,56,5,153
2084,52,4,3236
2108,50,5,136
2086,51,5,161
2085,48,5,2657
2087,51,5,145
2090,63,5,120
2087,51,5,445
2089,49,4,702
2087,45,5,139
2093,49,5,137
2088,50,5,126
2092,49,5,142
2087,46,5,171
2084,49,4,193
2092,50,5,124
2084,54,5,145
2086,51,5,135
2092,50,5,231
2087,50,4,175
2085,49,5,129
2092,70,5,158
2087,50,5,114
2086,50,6,131
2085,53,5,127
2091,54,5,150
2085,55,5,491
2093,55,5,150
2088,55,5,139
2089,52,5,136
2143,53,5,135
2089,63,5,163
2088,53,5,287
2102,54,5,184
2083,65,4,165
2085,52,4,523
2086,53,4,144
2086,53,5,134
2088,53,4,144
2144,53,5,164
2088,53,5,131
2089,51,6,3059
2085,54,5,135
2089,53,5,139
2143,53,6,136
2088,54,4,136
2089,57,4,171
2089,498,5,197
2089,73,5,377
2082,58,5,147
2080,65,5,130
2082,52,5,136
2081,52,5,154
2090,51,5,144
2080,46,4,143
2084,50,5,147
2089,49,5,221
2082,49,4,144
2083,50,4,143
2088,50,4,133
2081,50,4,195
2088,50,4,137
2080,50,5,138
2082,52,5,122
2081,51,5,144
2082,51,5,133
2081,50,4,149
2079,45,4,163
2079,51,4,137
2083,59,5,138
2082,54,5,138
2080,54,4,681
2086,127,4,113
2083,50,5,133
2083,51,5,131
2080,56,5,214
2084,50,5,128
2082,49,5,128
2082,57,5,130
2082,53,5,334
2081,52,6,126
2089,49,5,122
2082,49,5,170
2084,50,6,155
2090,50,5,139
2080,51,4,140
2082,51,5,162
2091,49,5,172
2083,50,4,137
2082,49,4,131
2088,49,5,1124
2080,59,5,142
2083,53,4,127
2135,56,4,225
2082,55,4,138
2082,53,5,140
2084,54,4,146
2086,53,4,145
2137,54,5,128
2085,52,4,422
2085,52,5,5421
2084,53,5,163
2085,53,5,223
2085,70,5,141
2085,53,5,139
2139,54,4,791
2086,64,5,157
2136,53,4,386
2086,53,5,177
2086,62,5,160
2087,57,5,132
2086,52,4,2224
2366,86,5,178
2084,59,4,3628
2081,55,4,252
2081,54,12,147
2086,50,4,170
2082,52,4,152
2083,50,5,126
2081,51,5,212
2083,51,5,257
2083,50,4,127
2082,50,5,146
2083,49,5,135
2081,50,4,127
2082,50,4,144
2081,58,5,129
2084,51,4,173
2085,49,4,154
2083,60,5,132
2083,48,4,648
2085,75,5,134
2082,56,4,152
2082,53,5,173
2080,50,5,191
2080,50,5,296
2077,47,5,2689
2082,50,5,118
2079,49,5,134
2083,57,5,200
2083,50,5,142
2082,50,5,140
2080,55,5,1348
2092,49,5,247
2083,45,5,136
2084,63,5,128
2082,49,5,138
2084,50,5,141
2083,56,4,818
2081,52,4,236
2083,49,5,122
2091,49,5,166
2083,49,5,161
2083,51,5,136
2089,49,5,138
2085,50,5,129
2083,46,5,138
2090,51,5,134
2082,49,5,145
2082,50,5,118
2092,49,5,162
2085,49,5,134
2083,49,5,202
2090,49,4,127
2082,50,5,134
2080,49,5,145
2082,50,5,148
2084,51,5,127
2082,50,5,145
2083,45,5,132
2083,50,5,117
2084,46,5,141
2084,52,5,147
2083,50,4,138
2084,49,5,433
2083,50,5,130
2085,49,5,154
2082,49,5,559
2084,46,5,187
2083,57,5,133
2084,50,5,138
2108,50,5,213
2086,56,5,269
2084,46,5,187
2082,50,4,171
2086,56,4,141
2081,51,5,178
2089,49,4,137
2081,58,5,129
2082,50,5,123
2084,51,5,139
2082,51,5,129
2082,50,5,139
2084,49,6,124
2080,50,5,128
2083,51,4,167
2085,49,5,625
2084,51,6,121
2085,56,5,122
2081,50,5,145
2081,52,5,129
2083,57,5,115
2085,50,5,138
2084,49,4,165
2084,51,4,213
2083,50,5,323
2084,49,4,140
2091,51,5,527
2081,50,5,141
2083,50,5,143
2093,49,5,129
2082,52,5,139
2082,46,5,136
2091,45,7,145
2085,51,6,149
2081,50,4,205
2085,49,5,132
2083,50,4,138
2083,51,5,133
2095,49,5,263
2086,49,5,140
2084,50,5,133
2092,49,6,216
2083,50,5,133
2082,50,4,1134
2092,49,5,154
2085,50,5,139
2085,49,5,130
2085,50,4,173
2081,48,5,3106
2085,49,5,137
2084,50,5,156
2083,48,4,1478
2085,50,5,136
2090,49,5,138
2085,85,5,149
2086,49,5,155
2081,49,5,152
2080,49,5,164
2085,50,5,140
2084,50,5,4337
2085,61,5,129
2086,57,5,162
2085,50,5,141
2091,49,5,144
2085,77,5,156
2083,51,5,2358
2083,49,4,186
2086,51,5,954
2085,50,5,128
2090,46,4,178
2087,58,5,165
2086,49,4,617
2084,50,5,125
2086,57,5,159
2084,50,5,134
2088,54,5,142
2088,64,5,156
2090,52,5,131
2088,54,5,3350
2088,68,5,151
2089,55,5,129
2144,52,5,149
2088,62,5,143
2089,53,4,127
2088,53,5,118
2089,52,5,177
2140,52,5,295
2086,52,5,131
2088,52,5,158
2099,52,4,142
2088,53,4,154
2134,65,5,147
2087,53,5,143
2087,56,5,697
2085,63,5,218
2082,52,5,185
2087,53,5,183
2112,63,5,380
2098,85,5,856
2087,58,5,140
2083,63,5,148
2086,52,7,148
2084,52,5,152
2088,57,5,132
2086,50,4,128
2085,50,5,134
2085,51,4,131
2084,50,6,135
2085,49,5,149
2088,49,6,128
2084,49,5,145
2084,49,6,129
2086,50,5,1305
2085,48,5,136
2081,44,6,134
2086,57,5,142
2087,50,5,144
2087,49,5,123
2086,50,5,132
2086,50,4,138
2083,50,5,138
2085,62,5,720
2087,49,5,135
2086,50,5,138
2086,56,5,113
2086,49,5,135
2091,49,5,151
2085,49,5,139
2096,75,4,148
2085,50,5,132
2087,49,5,494
2083,48,5,126
2085,50,5,138
2086,51,5,126
2085,49,4,129
2086,49,4,156
2086,50,5,127
2083,50,5,115
2088,49,4,140
2087,50,4,140
2087,49,5,145
2086,50,5,135
2085,56,4,550
2087,53,5,166
2138,54,5,128
2090,55,5,175
2089,54,5,177
2088,52,5,216
2089,54,5,203
2139,52,5,1029
2088,53,4,125
2141,70,5,217
2088,55,5,197
2087,123,5,173
2087,53,6,140
2087,52,5,148
2133,54,4,282
2088,74,5,1087
2137,54,5,140
2088,52,5,142
2088,54,5,227
2086,52,5,165
2086,53,5,141
2138,53,4,178
2110,55,5,484
2086,86,6,124
2081,58,5,135
2079,54,5,219
2081,53,4,171
2082,52,4,172
2079,53,5,137
2079,51,5,149
2080,49,4,135
2080,56,4,140
2079,50,5,121
2079,50,5,146
2079,59,5,127
2083,49,5,131
2079,49,5,360
2079,58,5,138
2080,50,5,130
2081,49,5,140
2083,51,5,130
2080,50,5,141
2080,49,4,3366
2080,57,5,142
2080,51,5,240
2084,50,5,218
2082,45,4,405
2082,50,4,132
2077,50,5,160
2078,57,5,152
2081,49,5,144
2081,49,5,139
2082,51,4,164
2083,50,4,663
2083,50,5,142
2087,49,5,138
2078,51,5,129
2081,51,5,116
2080,50,5,137
2077,50,4,169
2085,51,4,136
2082,57,5,1275
2081,50,5,142
2077,48,5,131
2079,57,5,118
