2095,52,21,190
2095,52,20,177
2100,54,20,177
2107,51,20,174
2108,52,19,181
2087,52,21,178
2115,52,22,184
2113,52,21,185
2092,50,22,186
2092,53,21,184
2100,52,22,177
2117,53,21,175
2107,52,22,176
2104,52,20,173
2111,50,20,178
2102,53,20,177
2099,52,20,181
2104,51,21,175
2097,52,20,183
2094,53,21,185
2099,50,20,189
2089,50,21,190
2094,55,20,186
2099,50,20,184
2110,51,21,186
2092,53,20,198
2107,54,20,211
2143,54,21,183
2091,52,21,185
2108,53,21,188
2108,53,21,182
2093,51,21,203
2099,52,20,207
2101,52,21,202
2148,50,19,185
2094,50,23,216
2091,49,20,233
2111,54,21,186
2098,51,21,196
2100,51,20,200
2100,52,21,196
2150,52,20,187
2102,54,21,195
2093,50,23,191
2114,52,21,411
2110,47,20,215
2104,50,22,190
2109,54,20,173
2106,52,20,204
2104,53,20,174
2122,50,20,172
2105,50,22,173
2106,50,20,174
2108,51,22,173
2106,53,21,173
2113,52,19,170
2108,52,21,177
2106,54,22,175
2108,50,22,172
2098,52,20,177
2109,52,20,172
2113,51,21,175
2099,48,20,173
2110,68,20,209
2106,51,20,170
2107,51,21,174
2102,53,21,175
2124,52,19,171
2102,52,20,182
2099,49,21,186
2102,51,21,179
2100,51,21,179
2115,49,19,171
2103,51,20,172
2104,52,21,175
2096,54,21,174
2129,53,21,175
2113,53,20,183
2111,50,20,181
2097,53,20,183
2100,54,21,173
2108,52,21,172
2102,54,21,176
2106,51,21,172
2095,52,21,174
2126,51,20,193
2096,83,20,243
2102,51,20,182
2100,50,21,183
2100,51,20,175
2109,49,21,172
2109,53,20,186
2109,53,22,186
2096,75,20,220
2100,52,21,206
2099,54,21,197
2099,54,21,184
2098,54,21,188
2152,53,20,184
2102,53,22,197
2094,54,21,189
2111,52,22,183
2094,54,20,204
2146,52,21,200
2097,53,20,197
2104,52,21,185
2097,51,21,185
2104,51,22,184
2102,55,21,196
2096,55,20,184
2159,52,21,199
2099,47,22,196
2105,49,20,223
2104,52,22,194
2094,51,20,185
2150,52,22,187
2097,53,21,187
2098,52,21,188
2101,51,22,196
2105,55,20,209
2114,48,20,215
2097,52,21,183
2104,50,21,178
2108,53,22,198
2108,55,21,175
2100,52,22,173
2119,53,21,175
2114,52,22,184
2108,54,22,185
2109,51,21,200
2122,59,21,204
2111,51,21,175
2115,56,21,179
2110,50,21,171
2112,51,20,174
2107,51,20,172
2111,52,20,178
2107,50,21,181
2092,49,21,170
2107,51,21,175
2114,50,20,185
2092,51,19,181
2113,52,21,182
2100,52,21,177
2106,53,20,172
2110,51,20,177
2108,50,21,175
2109,52,21,176
2108,49,21,172
2110,48,20,171
2109,51,20,175
2103,48,23,175
2105,81,22,214
2115,50,22,174
2102,50,21,180
2104,50,22,176
2109,52,23,175
2109,52,20,173
2102,52,21,196
2104,53,22,182
2096,52,20,171
2124,52,21,172
2120,52,21,193
2101,51,20,182
2106,56,22,197
2094,53,22,188
2096,53,21,190
2112,52,21,187
2102,53,21,185
2151,54,21,189
2108,50,22,187
2105,55,21,200
2102,52,21,200
2098,52,21,198
2145,52,21,187
2097,52,21,185
2101,56,21,190
2104,55,20,192
2099,53,21,187
2152,53,21,210
2091,50,21,197
2096,51,22,198
2094,56,21,197
2100,52,19,182
2146,50,22,187
2101,51,22,189
2098,52,22,187
2109,54,20,185
2103,53,22,185
2145,52,20,198
2094,50,21,200
2096,53,20,194
2110,96,41,510
2113,54,20,202
2103,54,23,182
2103,54,21,176
2110,51,22,175
2110,52,21,179
2109,50,22,175
2110,49,20,172
2119,49,21,172
2111,52,21,174
2110,49,20,171
2113,54,20,173
2102,51,20,176
2107,51,20,173
2108,55,21,175
2108,54,20,175
2107,50,20,171
2109,84,20,247
2111,64,21,193
2103,50,21,172
2110,52,22,177
2113,54,20,184
2098,50,19,180
2104,53,20,183
2098,55,22,177
2108,54,20,174
2102,51,20,172
2110,49,20,177
2109,51,19,171
2109,51,21,173
2102,50,20,174
2110,52,22,173
2102,52,20,172
2105,52,20,172
2102,78,25,210
2096,53,21,182
2119,54,19,201
2113,91,31,235
2111,53,20,180
2099,71,22,226
2092,52,20,172
2120,52,21,183
2102,48,20,172
2103,51,20,196
2104,52,20,170
2110,52,21,172
2112,65,21,207
2112,51,23,173
2107,52,19,171
2175,50,22,182
2099,92,31,251
2110,50,20,217
2098,51,21,181
2100,52,21,190
2100,50,20,184
2101,49,23,173
2134,52,21,189
2114,50,21,191
2111,50,20,172
2098,51,21,174
2125,52,20,172
2116,51,20,181
2104,51,20,184
2103,50,21,183
2097,52,19,173
2099,48,20,171
2109,53,21,172
2104,52,20,174
2105,49,20,172
2111,51,20,173
2117,53,21,187
2100,52,21,187
2157,52,21,185
2097,53,21,201
2099,49,21,201
2110,53,21,181
2096,52,21,184
2094,54,21,186
2104,53,21,187
2145,50,20,180
2109,51,20,200
2096,52,21,203
2101,53,20,201
2101,52,21,182
2145,51,20,185
2094,51,21,187
2098,82,20,240
2096,52,21,187
2107,52,22,195
2104,52,21,209
2120,55,21,203
2146,50,21,202
2095,51,20,183
2096,95,20,237
2094,51,21,184
2098,51,22,186
2108,55,22,485
2112,54,20,211
2102,50,21,200
2100,53,21,176
2103,54,21,173
2110,50,21,179
2106,50,20,170
2109,52,19,169
2113,53,21,172
