2100,285,476
2179,88,485
2085,84,502
2087,135,1530
2098,165,484
2117,211,448
2105,158,464
2162,84,430
2167,84,422
2136,188,588
2148,95,549
2149,157,619
2147,167,473
2143,162,542
2163,154,1421
2097,223,1318
2107,219,461
2217,261,519
2176,95,483
2088,95,6816
2219,99,3421
2150,177,1554
2149,170,550
2159,168,544
2100,221,793
2328,158,4565
2190,90,1632
2139,108,5710
2091,105,1259
2452,136,464
2147,121,569
2202,86,849
2084,118,494
2088,117,423
2085,116,452
2088,109,444
2083,108,4369
2140,116,485
2094,133,461
2087,136,492
2087,132,555
2084,134,464
2088,134,630
2086,135,461
2162,79,209
2098,72,171
2108,86,397
2102,60,145
2105,55,133
2102,56,184
2101,58,231
2104,57,142
2104,56,138
2183,60,127
2100,57,290
2094,100,145
2087,66,146
2085,55,154
2088,55,159
2087,54,133
2086,65,140
2091,53,132
2086,54,106
2088,55,140
2086,59,148
2092,52,126
2086,54,152
2087,52,139
2087,54,118
2086,53,216
2085,54,117
2087,77,129
2087,77,120
2087,63,142
2086,53,127
2085,52,136
2089,62,132
2104,59,144
2102,58,145
2105,57,141
2102,62,151
2104,55,167
2104,56,156
2102,60,146
2101,56,129
2100,56,141
2102,55,152
2100,56,138
2102,58,141
2100,56,141
2101,56,159
2102,56,139
2106,57,214
2100,507,214
2116,103,133
2085,60,149
2083,55,120
2104,53,154
2082,54,146
2083,48,134
2081,80,111
2082,52,155
2083,52,137
2081,52,141
2082,53,153
2081,53,136
2080,52,136
2082,53,146
2083,52,135
2081,51,143
2082,53,146
2082,58,123
2081,52,133
2084,52,148
2082,54,131
2082,61,161
2099,58,127
2119,54,143
2098,56,149
2099,60,145
2098,55,136
2096,60,142
2097,57,160
2094,54,134
2098,55,142
2101,53,136
2098,59,135
2098,56,132
2098,55,151
2100,51,135
2099,54,149
2098,54,134
2096,80,362
2096,78,118
2082,59,132
2082,55,123
2084,63,131
2082,53,144
2081,52,255
2082,50,131
2082,59,139
2082,54,144
2082,52,146
2081,51,140
2082,52,146
2081,48,154
2082,53,107
2083,51,127
2083,52,139
2081,51,141
2083,52,148
2084,60,148
2083,52,136
2083,51,127
2083,52,137
2082,51,131
2083,50,3432
2084,57,136
2082,52,119
2083,53,102
2084,51,127
2081,52,141
2084,52,194
2083,50,161
2082,52,151
2100,64,126
2082,61,155
2081,51,113
2083,51,193
2083,51,137
2082,53,159
2084,51,117
2082,51,121
2082,52,131
2084,50,122
2083,51,144
2083,51,148
2084,51,152
2083,50,156
2082,51,133
2082,52,146
2084,50,144
2083,52,296
2083,53,170
2082,53,136
2083,53,176
2082,53,137
2082,52,136
2083,50,126
2084,56,165
2082,92,125
2083,51,130
2084,52,146
2083,51,139
2082,53,134
2084,52,141
2083,52,151
2082,51,150
2082,53,142
2083,60,130
2084,52,133
2083,51,119
2083,53,136
2083,52,148
2084,48,140
2084,51,175
2083,53,143
2084,52,140
2083,51,131
2084,52,146
2084,52,168
2084,52,144
2086,52,143
2083,119,184
2083,51,115
2084,51,135
2084,50,133
2083,51,144
2086,51,130
2084,49,175
2083,52,151
2084,51,129
2084,52,135
2085,52,616
2085,51,145
2084,50,133
2083,48,166
2083,53,132
2083,50,141
2083,53,135
2084,54,133
2083,52,149
2084,52,142
2086,55,153
2084,50,112
2085,52,127
2082,52,857
2083,50,157
2088,50,120
2081,51,116
2080,50,153
2081,59,141
2080,51,145
2081,48,143
2080,51,136
2080,51,140
2082,52,225
2080,52,223
2082,52,140
2080,51,1116
2082,50,151
2081,50,136
2080,51,127
2081,51,151
2084,51,140
2083,51,129
2083,51,148
2082,51,141
2081,51,132
2082,52,227
2080,50,552
2082,52,137
2082,52,176
2082,50,160
2082,52,138
2083,52,237
2082,52,135
2082,52,139
2080,51,138
2081,50,140
2082,52,136
2081,51,139
2081,51,134
2082,51,859
2082,51,133
2082,53,177
2084,50,219
2082,57,141
2081,56,136
2084,55,144
2081,58,138
2084,54,142
2085,54,141
2083,54,135
2081,54,147
2085,78,125
2083,55,1267
2083,56,141
2085,316,206
2091,66,128
2082,56,130
2083,53,135
2081,52,138
2081,52,135
2082,52,133
2082,50,131
2087,51,132
2084,50,132
2082,51,135
2081,50,255
2082,51,136
2082,50,130
2101,52,141
2082,50,130
2082,55,129
2083,46,139
2081,50,139
2081,50,133
2083,51,132
2084,50,131
2083,58,124
2101,56,183
2100,55,143
2096,55,157
2100,96,139
2096,53,141
2102,66,170
2100,112,151
2096,79,154
2102,55,146
