2129,526,178
2113,353,167
2102,232,167
2091,232,163
2090,240,148
2088,240,152
2088,245,158
2099,237,159
2092,231,169
2090,255,206
2092,263,204
2090,254,211
2092,246,215
2094,241,218
2091,258,216
2094,254,206
2093,256,206
2092,254,204
2094,245,220
2095,242,233
2095,545,190
2098,246,147
2092,265,155
2094,257,161
2096,245,159
2094,252,148
2095,251,149
2094,263,166
2094,247,161
2097,252,147
2095,255,152
2096,258,155
2094,242,163
2097,242,191
2093,257,151
2095,665,176
2100,248,147
2090,253,187
2142,243,162
2143,259,152
2148,255,151
2145,257,159
2144,243,163
2143,255,152
2142,259,147
2143,252,156
2141,244,161
2144,255,147
2147,261,149
2132,543,178
2098,247,146
2089,253,164
2140,246,163
2144,257,149
2141,268,146
2145,267,166
2143,245,160
2147,260,145
2143,255,147
2145,254,160
2143,241,159
2146,244,146
2142,265,151
2138,572,174
2100,248,147
2090,239,153
2092,235,233
2089,236,146
2090,240,146
2090,239,150
2090,224,155
2091,235,141
2090,238,148
2092,238,154
2090,233,153
2092,237,144
2090,236,145
2090,241,154
2092,228,154
2089,237,143
2091,240,193
2091,238,150
2090,228,155
2092,253,152
2090,237,151
2091,228,154
2091,250,157
2096,253,204
2096,256,209
2092,247,191
2094,256,175
2094,247,177
2096,267,207
2095,242,192
2096,253,175
2094,259,172
2095,253,186
2096,241,188
2095,257,173
2096,259,177
2096,258,187
2097,247,188
2096,259,176
2095,382,352
2104,262,146
2094,262,154
2097,243,199
2096,256,150
2097,251,146
2097,251,160
2097,239,162
2097,250,146
2098,254,148
2096,247,156
2099,240,158
2095,256,152
2097,254,152
2096,651,182
2098,263,141
2095,248,162
2143,257,146
2140,257,148
2140,257,154
2146,236,160
2142,257,150
2139,256,145
2140,255,155
2142,240,159
2141,255,145
2141,259,147
2141,415,315
2100,258,147
2089,249,161
2143,256,153
2138,257,151
2144,259,157
2139,243,165
2142,260,147
2143,263,149
2141,248,156
2143,239,162
2142,252,146
2150,251,159
2141,576,181
2100,257,147
2089,225,146
2086,232,138
2091,239,184
2088,235,148
2089,228,155
2090,238,146
2088,236,143
2089,238,153
2089,228,153
2088,231,139
2088,240,143
2089,235,182
2089,225,158
2090,241,142
2088,241,145
2090,237,144
2089,223,151
2090,236,146
2089,240,162
2089,237,151
2089,228,160
2092,252,200
2092,257,203
2092,257,212
2093,244,220
2092,258,202
2092,259,205
2096,270,217
2094,241,202
2094,253,178
2094,252,173
2094,257,179
2093,246,186
2092,259,175
2361,280,201
2095,246,146
2092,258,161
2097,246,162
2094,260,147
2096,261,148
2095,256,160
2095,256,204
2096,252,151
2095,256,144
2097,248,156
2096,245,159
2098,260,170
2426,275,162
2092,240,143
2091,255,156
2105,241,165
2102,246,152
2112,251,245
2106,250,153
2104,240,160
2106,250,145
2108,247,145
2105,251,156
2102,243,153
2103,246,148
2105,248,147
2105,253,153
2108,240,156
2105,250,141
2105,255,149
2106,247,143
2117,551,166
2097,233,152
2088,249,152
2147,257,149
2139,258,159
2143,238,161
2144,260,147
2144,259,150
2143,255,159
2143,235,158
2142,251,147
2142,249,146
2140,251,156
2166,563,166
2097,233,150
2089,241,142
2089,239,145
2088,235,151
2089,226,149
2088,233,141
2088,234,140
2087,235,146
2088,226,148
2087,234,144
2090,237,143
2089,235,147
2087,224,149
2089,235,139
2087,235,140
2089,253,146
2091,227,191
2090,234,138
2090,238,140
2090,236,147
2090,226,151
2090,238,153
2090,252,198
2095,252,204
2090,242,209
2092,252,198
2093,257,199
2093,259,206
2095,243,209
2093,251,198
2094,255,199
2092,248,208
2095,244,355
2100,272,158
2089,260,151
2096,253,149
2094,258,160
2093,236,154
2095,252,147
2101,254,154
2096,236,167
2095,240,141
2094,249,145
2094,249,152
2093,242,159
2092,257,146
2094,557,170
2094,242,146
2088,249,151
2142,239,160
2147,248,147
2146,255,142
2142,258,153
2140,236,158
2143,251,145
2141,250,147
2141,254,156
2144,238,157
2143,253,148
2143,561,187
2100,245,145
2089,251,153
2154,384,264
2146,264,149
2145,265,147
2144,262,161
2142,241,168
2140,257,146
2148,257,150
2144,258,159
2142,242,164
2145,255,148
2142,416,316
2096,255,139
2091,244,151
2088,228,158
2089,236,142
2092,238,144
2089,239,145
2089,230,154
2091,238,149
2090,239,139
2090,239,153
2091,231,149
2089,238,144
2091,240,151
2090,229,154
2090,242,143
2089,240,147
2091,231,152
2091,238,146
2090,238,152
2091,230,153
2092,240,142
2093,237,157
2094,238,216
2093,261,200
2094,263,208
2094,245,215
2094,258,205
2093,260,206
2093,253,221
2095,256,170
2094,254,183
2099,240,188
2094,253,180
2098,258,204
2096,267,471
2104,271,145
2095,261,158
2096,257,163
2095,245,160
2096,256,150
2095,256,157
2095,239,165
2095,252,149
2094,256,158
2097,236,153
2096,247,152
2097,255,157
2096,246,213
2176,584,175
2096,248,147
2091,252,162
2143,244,163
2141,258,150
2143,258,157
2142,240,163
2140,257,150
2140,256,159
2150,239,167
2146,249,151
2142,252,194
2140,248,161
2155,542,177
2099,245,144
2090,252,200
2143,242,163
2139,258,150
2140,257,157
2152,241,161
2142,257,147
2142,249,162
2142,250,171
2144,254,147
2149,251,156
2144,246,157
2159,568,176
2097,248,146
2091,239,155
2090,230,149
2090,240,146
2090,237,151
2088,230,154
2091,239,146
2090,240,152
2088,230,155
2089,237,141
2092,236,149
2091,229,152
2090,240,143
2091,241,151
2089,230,153
2089,239,143
2090,238,151
2093,228,191
2091,238,143
2092,240,152
2103,232,170
2095,249,194
2095,260,218
2094,248,213
2091,255,205
2094,257,218
2093,242,219
2095,260,199
2094,255,207
2094,245,255
2093,252,200
2093,261,361
2104,275,162
2094,260,160
2096,254,151
2094,245,163
2096,255,148
2094,253,153
2097,256,165
2094,239,161
2097,252,149
2095,250,158
2094,245,158
2095,258,147
2095,256,160
2097,568,178
2098,247,147
2091,251,189
2141,250,161
2142,243,170
2140,261,149
2141,258,158
2143,242,165
